,CluStream,DenStream,BIRCH,StreamKM,GT
634,2.0,1.0,2.0,1.0,45.0
635,0.0,0.0,0.0,2.0,44.0
636,3.0,2.0,1.0,0.0,43.0
637,2.0,1.0,2.0,1.0,42.0
638,0.0,0.0,0.0,2.0,41.0
639,0.0,0.0,0.0,2.0,40.0
640,0.0,0.0,0.0,2.0,39.0
641,1.0,1.0,2.0,3.0,38.0
642,0.0,0.0,0.0,2.0,37.0
643,0.0,0.0,0.0,2.0,36.0
644,1.0,1.0,2.0,3.0,35.0
645,1.0,2.0,1.0,3.0,34.0
646,0.0,0.0,0.0,2.0,33.0
647,0.0,0.0,0.0,2.0,32.0
648,2.0,1.0,2.0,1.0,31.0
649,0.0,0.0,0.0,2.0,30.0
650,0.0,0.0,0.0,2.0,29.0
651,0.0,0.0,0.0,2.0,28.0
652,2.0,1.0,2.0,1.0,27.0
653,0.0,0.0,0.0,2.0,26.0
654,0.0,0.0,0.0,2.0,25.0
655,2.0,1.0,2.0,1.0,24.0
656,2.0,1.0,2.0,1.0,3.0
657,0.0,0.0,0.0,2.0,21.0
658,0.0,0.0,0.0,2.0,23.0
659,0.0,0.0,0.0,2.0,46.0
660,0.0,0.0,0.0,2.0,47.0
661,0.0,0.0,0.0,2.0,49.0
662,0.0,0.0,0.0,2.0,50.0
663,0.0,0.0,0.0,2.0,50.0
664,0.0,0.0,0.0,2.0,49.0
665,0.0,0.0,0.0,2.0,47.0
666,0.0,0.0,0.0,2.0,46.0
667,2.0,1.0,2.0,1.0,45.0
668,0.0,0.0,0.0,2.0,44.0
669,3.0,2.0,1.0,0.0,43.0
670,2.0,1.0,2.0,1.0,42.0
671,0.0,0.0,0.0,2.0,41.0
672,0.0,0.0,0.0,2.0,40.0
673,0.0,0.0,0.0,2.0,39.0
674,1.0,1.0,2.0,3.0,38.0
675,0.0,0.0,0.0,1.0,48.0
676,0.0,0.0,0.0,2.0,37.0
677,1.0,1.0,2.0,3.0,35.0
678,1.0,2.0,1.0,3.0,34.0
679,0.0,0.0,0.0,2.0,33.0
680,0.0,0.0,0.0,2.0,32.0
681,2.0,1.0,2.0,1.0,31.0
682,0.0,0.0,0.0,2.0,30.0
683,0.0,0.0,0.0,2.0,29.0
684,2.0,1.0,2.0,1.0,27.0
685,0.0,0.0,0.0,2.0,26.0
686,0.0,0.0,0.0,2.0,25.0
687,2.0,1.0,2.0,1.0,24.0
688,2.0,1.0,2.0,1.0,3.0
689,0.0,0.0,0.0,2.0,36.0
690,0.0,0.0,0.0,2.0,28.0
691,0.0,0.0,0.0,2.0,0.0
692,2.0,1.0,0.0,1.0,1.0
693,0.0,0.0,0.0,2.0,6.0
694,0.0,0.0,0.0,2.0,5.0
695,3.0,2.0,1.0,0.0,4.0
696,0.0,0.0,0.0,2.0,2.0
697,0.0,0.0,0.0,2.0,8.0
698,2.0,1.0,0.0,1.0,17.0
699,2.0,1.0,0.0,1.0,18.0
700,0.0,0.0,0.0,2.0,19.0
701,0.0,0.0,0.0,2.0,20.0
702,0.0,0.0,0.0,2.0,7.0
703,0.0,0.0,0.0,2.0,21.0
704,0.0,0.0,0.0,2.0,23.0
705,3.0,2.0,1.0,0.0,9.0
706,2.0,1.0,2.0,1.0,10.0
707,0.0,0.0,0.0,2.0,11.0
708,0.0,0.0,0.0,2.0,12.0
709,0.0,0.0,0.0,2.0,13.0
710,1.0,1.0,2.0,3.0,14.0
711,2.0,1.0,2.0,1.0,15.0
712,2.0,1.0,2.0,1.0,22.0
713,0.0,0.0,0.0,2.0,16.0
714,0.0,0.0,0.0,2.0,0.0
715,0.0,0.0,0.0,2.0,47.0
716,2.0,1.0,2.0,1.0,3.0
717,2.0,1.0,2.0,1.0,24.0
718,0.0,0.0,0.0,2.0,25.0
719,0.0,0.0,0.0,2.0,26.0
720,2.0,1.0,2.0,1.0,27.0
721,0.0,0.0,0.0,2.0,28.0
722,0.0,0.0,0.0,2.0,29.0
723,2.0,1.0,2.0,1.0,31.0
724,2.0,1.0,0.0,1.0,1.0
725,0.0,0.0,0.0,2.0,2.0
726,0.0,0.0,0.0,2.0,11.0
727,0.0,0.0,0.0,2.0,5.0
728,0.0,0.0,0.0,2.0,23.0
729,2.0,1.0,2.0,1.0,22.0
730,0.0,0.0,0.0,2.0,21.0
731,0.0,0.0,0.0,2.0,20.0
732,0.0,0.0,0.0,2.0,19.0
733,2.0,1.0,0.0,1.0,18.0
734,2.0,1.0,0.0,1.0,17.0
735,0.0,0.0,0.0,2.0,16.0
736,3.0,2.0,1.0,0.0,4.0
737,2.0,1.0,2.0,1.0,15.0
738,0.0,0.0,0.0,2.0,13.0
739,0.0,0.0,0.0,2.0,12.0
740,0.0,0.0,0.0,2.0,32.0
741,2.0,1.0,2.0,1.0,10.0
742,3.0,2.0,1.0,0.0,9.0
743,0.0,0.0,0.0,2.0,8.0
744,0.0,0.0,0.0,2.0,7.0
745,0.0,0.0,0.0,2.0,6.0
746,1.0,1.0,2.0,3.0,14.0
747,0.0,0.0,0.0,2.0,33.0
748,0.0,0.0,0.0,2.0,30.0
749,1.0,1.0,2.0,3.0,35.0
750,1.0,2.0,1.0,3.0,34.0
751,0.0,0.0,0.0,1.0,48.0
752,0.0,0.0,0.0,2.0,50.0
753,0.0,0.0,0.0,2.0,49.0
754,2.0,1.0,2.0,1.0,45.0
755,0.0,0.0,0.0,2.0,44.0
756,3.0,2.0,1.0,0.0,43.0
757,0.0,0.0,0.0,2.0,46.0
758,0.0,0.0,0.0,2.0,41.0
759,0.0,0.0,0.0,2.0,40.0
760,0.0,0.0,0.0,2.0,39.0
761,1.0,1.0,2.0,3.0,38.0
762,0.0,0.0,0.0,2.0,37.0
763,0.0,0.0,0.0,2.0,36.0
764,2.0,1.0,2.0,1.0,42.0
765,0.0,0.0,0.0,2.0,8.0
766,0.0,0.0,0.0,2.0,0.0
767,2.0,1.0,0.0,1.0,1.0
768,0.0,0.0,0.0,2.0,2.0
769,3.0,2.0,1.0,0.0,4.0
770,0.0,0.0,0.0,2.0,5.0
771,0.0,0.0,0.0,2.0,6.0
772,0.0,0.0,0.0,2.0,7.0
773,3.0,2.0,1.0,0.0,9.0
774,0.0,0.0,0.0,2.0,16.0
775,0.0,0.0,0.0,2.0,11.0
776,0.0,0.0,0.0,2.0,12.0
777,0.0,0.0,0.0,2.0,13.0
778,1.0,1.0,2.0,3.0,14.0
779,2.0,1.0,2.0,1.0,15.0
780,0.0,0.0,0.0,2.0,50.0
781,2.0,1.0,0.0,1.0,17.0
782,2.0,1.0,0.0,1.0,18.0
783,0.0,0.0,0.0,2.0,19.0
784,0.0,0.0,0.0,2.0,20.0
785,0.0,0.0,0.0,2.0,21.0
786,2.0,1.0,2.0,1.0,10.0
787,0.0,0.0,0.0,2.0,49.0
788,0.0,0.0,0.0,2.0,40.0
789,0.0,0.0,0.0,2.0,46.0
790,2.0,1.0,2.0,1.0,22.0
791,2.0,1.0,2.0,1.0,3.0
792,2.0,1.0,2.0,1.0,24.0
793,0.0,0.0,0.0,2.0,25.0
794,0.0,0.0,0.0,2.0,26.0
795,2.0,1.0,2.0,1.0,27.0
796,0.0,0.0,0.0,2.0,28.0
797,0.0,0.0,0.0,2.0,29.0
798,0.0,0.0,0.0,2.0,30.0
799,2.0,1.0,2.0,1.0,31.0
800,0.0,0.0,0.0,2.0,47.0
801,0.0,0.0,0.0,2.0,32.0
802,1.0,2.0,1.0,3.0,34.0
803,1.0,1.0,2.0,3.0,35.0
804,0.0,0.0,0.0,2.0,36.0
805,0.0,0.0,0.0,2.0,37.0
806,1.0,1.0,2.0,3.0,38.0
807,0.0,0.0,0.0,2.0,39.0
808,2.0,1.0,2.0,1.0,42.0
809,3.0,2.0,1.0,0.0,43.0
810,0.0,0.0,0.0,2.0,44.0
811,2.0,1.0,2.0,1.0,45.0
812,0.0,0.0,0.0,2.0,33.0
813,0.0,0.0,0.0,2.0,23.0
814,0.0,0.0,0.0,2.0,41.0
815,0.0,0.0,0.0,1.0,48.0
816,0.0,0.0,0.0,2.0,7.0
817,0.0,0.0,0.0,2.0,46.0
818,0.0,0.0,0.0,2.0,47.0
819,0.0,0.0,0.0,2.0,49.0
820,0.0,0.0,0.0,2.0,50.0
821,2.0,1.0,0.0,1.0,17.0
822,0.0,0.0,0.0,2.0,16.0
823,2.0,1.0,2.0,1.0,15.0
824,1.0,1.0,2.0,3.0,14.0
825,0.0,0.0,0.0,2.0,13.0
826,0.0,0.0,0.0,2.0,21.0
827,0.0,0.0,0.0,2.0,12.0
828,0.0,0.0,0.0,2.0,11.0
829,2.0,1.0,2.0,1.0,10.0
830,3.0,2.0,1.0,0.0,9.0
831,0.0,0.0,0.0,2.0,23.0
832,2.0,1.0,2.0,1.0,22.0
833,0.0,0.0,0.0,2.0,8.0
834,0.0,0.0,0.0,2.0,6.0
835,0.0,0.0,0.0,2.0,5.0
836,3.0,2.0,1.0,0.0,4.0
837,0.0,0.0,0.0,2.0,2.0
838,2.0,1.0,0.0,1.0,1.0
839,2.0,1.0,2.0,1.0,45.0
840,0.0,0.0,0.0,2.0,44.0
841,3.0,2.0,1.0,0.0,43.0
842,2.0,1.0,2.0,1.0,42.0
843,0.0,0.0,0.0,1.0,48.0
844,0.0,0.0,0.0,2.0,20.0
845,0.0,0.0,0.0,2.0,19.0
846,2.0,1.0,0.0,1.0,18.0
847,2.0,1.0,2.0,1.0,3.0
848,2.0,1.0,2.0,1.0,24.0
849,0.0,0.0,0.0,2.0,25.0
850,0.0,0.0,0.0,2.0,26.0
851,2.0,1.0,2.0,1.0,27.0
852,0.0,0.0,0.0,2.0,28.0
853,0.0,0.0,0.0,2.0,0.0
854,0.0,0.0,0.0,2.0,29.0
855,2.0,1.0,2.0,1.0,31.0
856,0.0,0.0,0.0,2.0,32.0
857,0.0,0.0,0.0,2.0,33.0
858,1.0,2.0,1.0,3.0,34.0
859,1.0,1.0,2.0,3.0,35.0
860,0.0,0.0,0.0,2.0,36.0
861,0.0,0.0,0.0,2.0,37.0
862,1.0,1.0,2.0,3.0,38.0
863,0.0,0.0,0.0,2.0,39.0
864,0.0,0.0,0.0,2.0,40.0
865,0.0,0.0,0.0,2.0,41.0
866,0.0,0.0,0.0,2.0,30.0
867,2.0,1.0,2.0,1.0,22.0
868,0.0,0.0,0.0,2.0,21.0
869,0.0,0.0,0.0,2.0,5.0
870,0.0,0.0,0.0,2.0,19.0
871,0.0,0.0,0.0,2.0,13.0
872,0.0,0.0,0.0,2.0,12.0
873,0.0,0.0,0.0,2.0,11.0
874,2.0,1.0,2.0,1.0,10.0
875,3.0,2.0,1.0,0.0,9.0
876,0.0,0.0,0.0,2.0,8.0
877,0.0,0.0,0.0,2.0,7.0
878,0.0,0.0,0.0,2.0,6.0
879,3.0,2.0,1.0,0.0,4.0
880,0.0,0.0,0.0,2.0,2.0
881,2.0,1.0,0.0,1.0,1.0
882,0.0,0.0,0.0,2.0,0.0
883,0.0,0.0,0.0,2.0,46.0
884,0.0,0.0,0.0,2.0,47.0
885,0.0,0.0,0.0,2.0,49.0
886,0.0,0.0,0.0,2.0,50.0
887,0.0,0.0,0.0,2.0,16.0
888,2.0,1.0,0.0,1.0,17.0
889,2.0,1.0,0.0,1.0,18.0
890,0.0,0.0,0.0,2.0,20.0
891,0.0,0.0,0.0,2.0,23.0
892,0.0,0.0,0.0,2.0,28.0
893,2.0,1.0,2.0,1.0,42.0
894,0.0,0.0,0.0,2.0,40.0
895,0.0,0.0,0.0,2.0,39.0
896,1.0,1.0,2.0,3.0,38.0
897,0.0,0.0,0.0,2.0,37.0
898,0.0,0.0,0.0,2.0,36.0
899,1.0,1.0,2.0,3.0,35.0
900,1.0,2.0,1.0,3.0,34.0
901,0.0,0.0,0.0,2.0,33.0
902,0.0,0.0,0.0,2.0,41.0
903,0.0,0.0,0.0,2.0,32.0
904,0.0,0.0,0.0,2.0,30.0
905,0.0,0.0,0.0,2.0,29.0
906,2.0,1.0,2.0,1.0,27.0
907,0.0,0.0,0.0,2.0,26.0
908,0.0,0.0,0.0,2.0,25.0
909,2.0,1.0,2.0,1.0,24.0
910,2.0,1.0,2.0,1.0,3.0
911,0.0,0.0,0.0,1.0,48.0
912,2.0,1.0,2.0,1.0,31.0
913,3.0,2.0,1.0,0.0,43.0
914,2.0,1.0,2.0,1.0,15.0
915,2.0,1.0,2.0,1.0,45.0
916,1.0,1.0,2.0,3.0,14.0
917,0.0,0.0,0.0,2.0,44.0
918,2.0,1.0,0.0,1.0,18.0
919,0.0,0.0,0.0,2.0,16.0
920,0.0,0.0,0.0,2.0,21.0
921,0.0,0.0,0.0,2.0,20.0
922,2.0,1.0,2.0,1.0,15.0
923,1.0,1.0,2.0,3.0,14.0
924,0.0,0.0,0.0,2.0,13.0
925,0.0,0.0,0.0,2.0,12.0
926,0.0,0.0,0.0,2.0,11.0
927,2.0,1.0,2.0,1.0,10.0
928,0.0,0.0,0.0,2.0,8.0
929,0.0,0.0,0.0,2.0,7.0
930,0.0,0.0,0.0,2.0,6.0
931,0.0,0.0,0.0,2.0,5.0
932,3.0,2.0,1.0,0.0,4.0
933,0.0,0.0,0.0,2.0,2.0
934,2.0,1.0,0.0,1.0,1.0
935,0.0,0.0,0.0,2.0,0.0
936,0.0,0.0,0.0,2.0,19.0
937,3.0,2.0,1.0,0.0,9.0
938,2.0,1.0,0.0,1.0,17.0
939,0.0,0.0,0.0,2.0,49.0
940,2.0,1.0,2.0,1.0,24.0
941,0.0,0.0,0.0,1.0,48.0
942,0.0,0.0,0.0,2.0,50.0
943,0.0,0.0,0.0,2.0,23.0
944,0.0,0.0,0.0,2.0,47.0
945,0.0,0.0,0.0,2.0,46.0
946,2.0,1.0,2.0,1.0,45.0
947,0.0,0.0,0.0,2.0,44.0
948,3.0,2.0,1.0,0.0,43.0
949,2.0,1.0,2.0,1.0,42.0
950,0.0,0.0,0.0,2.0,41.0
951,0.0,0.0,0.0,2.0,40.0
952,0.0,0.0,0.0,2.0,39.0
953,2.0,1.0,2.0,1.0,3.0
954,1.0,1.0,2.0,3.0,38.0
955,0.0,0.0,0.0,2.0,36.0
956,1.0,1.0,2.0,3.0,35.0
957,1.0,2.0,1.0,3.0,34.0
958,0.0,0.0,0.0,2.0,33.0
959,0.0,0.0,0.0,2.0,32.0
960,2.0,1.0,2.0,1.0,31.0
961,0.0,0.0,0.0,2.0,30.0
962,0.0,0.0,0.0,2.0,29.0
963,0.0,0.0,0.0,2.0,28.0
964,2.0,1.0,2.0,1.0,27.0
965,0.0,0.0,0.0,2.0,26.0
966,0.0,0.0,0.0,2.0,25.0
967,0.0,0.0,0.0,2.0,37.0
968,2.0,1.0,2.0,1.0,22.0
969,0.0,0.0,0.0,1.0,48.0
970,0.0,0.0,0.0,2.0,13.0
971,2.0,1.0,0.0,1.0,1.0
972,0.0,0.0,0.0,2.0,25.0
973,0.0,0.0,0.0,2.0,26.0
974,2.0,1.0,2.0,1.0,27.0
975,0.0,0.0,0.0,2.0,28.0
976,0.0,0.0,0.0,2.0,29.0
977,0.0,0.0,0.0,2.0,30.0
978,2.0,1.0,2.0,1.0,31.0
979,0.0,0.0,0.0,2.0,32.0
980,0.0,0.0,0.0,2.0,33.0
981,1.0,2.0,1.0,3.0,34.0
982,1.0,1.0,2.0,3.0,35.0
983,0.0,0.0,0.0,2.0,36.0
984,0.0,0.0,0.0,2.0,37.0
985,1.0,1.0,2.0,3.0,38.0
986,0.0,0.0,0.0,2.0,39.0
987,0.0,0.0,0.0,2.0,0.0
988,0.0,0.0,0.0,2.0,41.0
989,2.0,1.0,2.0,1.0,42.0
990,3.0,2.0,1.0,0.0,43.0
991,0.0,0.0,0.0,2.0,44.0
992,2.0,1.0,2.0,1.0,45.0
993,0.0,0.0,0.0,2.0,46.0
994,0.0,0.0,0.0,2.0,47.0
995,0.0,0.0,0.0,2.0,49.0
996,0.0,0.0,0.0,2.0,50.0
997,2.0,1.0,2.0,1.0,24.0
998,2.0,1.0,2.0,1.0,3.0
999,0.0,0.0,0.0,2.0,40.0
1000,0.0,0.0,0.0,1.0,23.0
1001,0.0,0.0,0.0,1.0,20.0
1002,0.0,0.0,0.0,1.0,19.0
1003,2.0,1.0,0.0,0.0,18.0
1004,2.0,1.0,0.0,0.0,17.0
1005,0.0,0.0,0.0,1.0,16.0
1006,2.0,1.0,2.0,0.0,15.0
1007,1.0,1.0,2.0,0.0,14.0
1008,0.0,0.0,0.0,1.0,12.0
1009,0.0,0.0,0.0,1.0,21.0
1010,0.0,0.0,0.0,1.0,11.0
1011,3.0,2.0,1.0,2.0,9.0
1012,0.0,0.0,0.0,1.0,8.0
1013,0.0,0.0,0.0,1.0,7.0
1014,0.0,0.0,0.0,1.0,6.0
1015,0.0,0.0,0.0,1.0,5.0
1016,3.0,2.0,1.0,2.0,4.0
1017,0.0,0.0,0.0,1.0,2.0
1018,2.0,1.0,2.0,0.0,10.0
1019,2.0,1.0,2.0,0.0,22.0
1020,0.0,0.0,0.0,1.0,29.0
1021,0.0,0.0,0.0,1.0,7.0
1022,0.0,0.0,0.0,1.0,8.0
1023,0.0,0.0,0.0,1.0,30.0
1024,0.0,0.0,0.0,0.0,48.0
1025,0.0,0.0,0.0,1.0,50.0
1026,0.0,0.0,0.0,1.0,49.0
1027,0.0,0.0,0.0,1.0,47.0
1028,0.0,0.0,0.0,1.0,46.0
1029,2.0,1.0,2.0,0.0,45.0
1030,0.0,0.0,0.0,1.0,44.0
1031,3.0,2.0,1.0,2.0,43.0
1032,2.0,1.0,2.0,0.0,42.0
1033,2.0,1.0,2.0,0.0,27.0
1034,0.0,0.0,0.0,1.0,41.0
1035,0.0,0.0,0.0,1.0,39.0
1036,1.0,1.0,2.0,3.0,38.0
1037,0.0,0.0,0.0,1.0,37.0
1038,0.0,0.0,0.0,1.0,36.0
1039,1.0,1.0,2.0,3.0,35.0
1040,1.0,2.0,1.0,3.0,34.0
1041,0.0,0.0,0.0,1.0,33.0
1042,0.0,0.0,0.0,1.0,32.0
1043,2.0,1.0,2.0,0.0,31.0
1044,0.0,0.0,0.0,1.0,40.0
1045,0.0,0.0,0.0,1.0,26.0
1046,0.0,0.0,0.0,1.0,28.0
1047,2.0,1.0,2.0,0.0,24.0
1048,3.0,2.0,1.0,2.0,9.0
1049,0.0,0.0,0.0,1.0,25.0
1050,2.0,1.0,2.0,0.0,10.0
1051,0.0,0.0,0.0,1.0,11.0
1052,0.0,0.0,0.0,1.0,12.0
1053,0.0,0.0,0.0,1.0,13.0
1054,1.0,1.0,2.0,0.0,14.0
1055,2.0,1.0,2.0,0.0,15.0
1056,2.0,1.0,0.0,0.0,17.0
1057,2.0,1.0,0.0,0.0,18.0
1058,0.0,0.0,0.0,1.0,19.0
1059,0.0,0.0,0.0,1.0,20.0
1060,0.0,0.0,0.0,1.0,16.0
1061,2.0,1.0,2.0,0.0,22.0
1062,0.0,0.0,0.0,1.0,23.0
1063,0.0,0.0,0.0,1.0,6.0
1064,0.0,0.0,0.0,1.0,5.0
1065,3.0,2.0,1.0,2.0,4.0
1066,0.0,0.0,0.0,1.0,2.0
1067,2.0,1.0,0.0,0.0,1.0
1068,0.0,0.0,0.0,1.0,0.0
1069,0.0,0.0,0.0,1.0,21.0
1070,2.0,1.0,2.0,0.0,3.0
1071,0.0,0.0,0.0,1.0,37.0
1072,1.0,1.0,2.0,3.0,38.0
1073,0.0,0.0,0.0,0.0,48.0
1074,0.0,0.0,0.0,1.0,39.0
1075,0.0,0.0,0.0,1.0,47.0
1076,0.0,0.0,0.0,1.0,41.0
1077,2.0,1.0,2.0,0.0,42.0
1078,3.0,2.0,1.0,2.0,43.0
1079,0.0,0.0,0.0,1.0,36.0
1080,0.0,0.0,0.0,1.0,40.0
1081,1.0,1.0,2.0,3.0,35.0
1082,2.0,1.0,2.0,0.0,3.0
1083,0.0,0.0,0.0,1.0,33.0
1084,0.0,0.0,0.0,1.0,32.0
1085,2.0,1.0,2.0,0.0,31.0
1086,0.0,0.0,0.0,1.0,30.0
1087,0.0,0.0,0.0,1.0,29.0
1088,0.0,0.0,0.0,1.0,28.0
1089,2.0,1.0,2.0,0.0,27.0
1090,0.0,0.0,0.0,1.0,26.0
1091,0.0,0.0,0.0,1.0,25.0
1092,2.0,1.0,2.0,0.0,24.0
1093,0.0,0.0,0.0,1.0,46.0
1094,0.0,0.0,0.0,1.0,49.0
1095,1.0,2.0,1.0,3.0,34.0
1096,0.0,0.0,0.0,1.0,50.0
1097,2.0,1.0,2.0,0.0,45.0
1098,0.0,0.0,0.0,1.0,6.0
1099,0.0,0.0,0.0,1.0,23.0
1100,2.0,1.0,2.0,0.0,22.0
1101,0.0,0.0,0.0,1.0,21.0
1102,0.0,0.0,0.0,1.0,20.0
1103,0.0,0.0,0.0,1.0,19.0
1104,2.0,1.0,0.0,0.0,18.0
1105,2.0,1.0,0.0,0.0,17.0
1106,0.0,0.0,0.0,1.0,16.0
1107,2.0,1.0,2.0,0.0,15.0
1108,0.0,0.0,0.0,1.0,44.0
1109,1.0,1.0,2.0,0.0,14.0
1110,0.0,0.0,0.0,1.0,12.0
1111,0.0,0.0,0.0,1.0,11.0
1112,2.0,1.0,2.0,0.0,10.0
1113,3.0,2.0,1.0,2.0,9.0
1114,0.0,0.0,0.0,1.0,8.0
1115,0.0,0.0,0.0,1.0,7.0
1116,0.0,0.0,0.0,1.0,5.0
1117,3.0,2.0,1.0,2.0,4.0
1118,0.0,0.0,0.0,1.0,0.0
1119,0.0,0.0,0.0,1.0,13.0
1120,2.0,1.0,0.0,0.0,1.0
1121,0.0,0.0,0.0,1.0,2.0
1122,1.0,1.0,2.0,3.0,35.0
1123,2.0,1.0,0.0,0.0,17.0
1124,0.0,0.0,0.0,1.0,16.0
1125,0.0,0.0,0.0,1.0,36.0
1126,1.0,1.0,2.0,0.0,14.0
1127,0.0,0.0,0.0,1.0,13.0
1128,0.0,0.0,0.0,1.0,12.0
1129,0.0,0.0,0.0,1.0,11.0
1130,2.0,1.0,2.0,0.0,10.0
1131,3.0,2.0,1.0,2.0,9.0
1132,0.0,0.0,0.0,1.0,8.0
1133,0.0,0.0,0.0,1.0,7.0
1134,0.0,0.0,0.0,1.0,6.0
1135,0.0,0.0,0.0,1.0,5.0
1136,3.0,2.0,1.0,2.0,4.0
1137,2.0,1.0,2.0,0.0,18.0
1138,0.0,0.0,0.0,1.0,2.0
1139,1.0,1.0,2.0,3.0,38.0
1140,0.0,0.0,0.0,1.0,0.0
1141,0.0,0.0,0.0,1.0,39.0
1142,0.0,0.0,0.0,1.0,40.0
1143,0.0,0.0,0.0,1.0,41.0
1144,2.0,1.0,2.0,0.0,42.0
1145,3.0,2.0,1.0,2.0,43.0
1146,0.0,0.0,0.0,1.0,44.0
1147,2.0,1.0,2.0,0.0,45.0
1148,0.0,0.0,0.0,1.0,46.0
1149,0.0,0.0,0.0,1.0,47.0
1150,0.0,0.0,0.0,1.0,49.0
1151,0.0,0.0,0.0,1.0,50.0
1152,0.0,0.0,0.0,0.0,48.0
1153,2.0,1.0,0.0,0.0,1.0
1154,0.0,0.0,0.0,1.0,19.0
1155,2.0,1.0,2.0,0.0,15.0
1156,0.0,0.0,0.0,1.0,21.0
1157,1.0,2.0,1.0,3.0,34.0
1158,0.0,0.0,0.0,1.0,33.0
1159,0.0,0.0,0.0,1.0,32.0
1160,2.0,1.0,2.0,0.0,31.0
1161,0.0,0.0,0.0,1.0,30.0
1162,0.0,0.0,0.0,1.0,29.0
1163,0.0,0.0,0.0,1.0,28.0
1164,2.0,1.0,2.0,0.0,27.0
1165,0.0,0.0,0.0,1.0,26.0
1166,0.0,0.0,0.0,1.0,25.0
1167,0.0,0.0,0.0,1.0,20.0
1168,2.0,1.0,2.0,0.0,3.0
1169,2.0,1.0,2.0,0.0,24.0
1170,2.0,1.0,2.0,0.0,22.0
1171,0.0,0.0,0.0,1.0,37.0
1172,0.0,0.0,0.0,1.0,23.0
1173,0.0,0.0,0.0,1.0,12.0
1174,0.0,0.0,0.0,0.0,48.0
1175,0.0,0.0,0.0,1.0,23.0
1176,0.0,0.0,0.0,1.0,33.0
1177,2.0,1.0,2.0,0.0,22.0
1178,0.0,0.0,0.0,1.0,21.0
1179,0.0,0.0,0.0,1.0,20.0
1180,0.0,0.0,0.0,1.0,19.0
1181,2.0,1.0,2.0,0.0,18.0
1182,2.0,1.0,0.0,0.0,17.0
1183,0.0,0.0,0.0,1.0,0.0
1184,2.0,1.0,0.0,0.0,1.0
1185,0.0,0.0,0.0,1.0,2.0
1186,0.0,0.0,0.0,1.0,5.0
1187,0.0,0.0,0.0,1.0,6.0
1188,0.0,0.0,0.0,1.0,7.0
1189,0.0,0.0,0.0,1.0,8.0
1190,3.0,2.0,1.0,2.0,9.0
1191,2.0,1.0,2.0,0.0,10.0
1192,0.0,0.0,0.0,1.0,16.0
1193,2.0,1.0,2.0,0.0,15.0
1194,1.0,1.0,2.0,3.0,14.0
1195,0.0,0.0,0.0,1.0,13.0
1196,0.0,0.0,0.0,1.0,11.0
1197,3.0,2.0,1.0,2.0,4.0
1198,0.0,0.0,0.0,1.0,32.0
1199,0.0,0.0,0.0,1.0,40.0
1200,0.0,0.0,0.0,1.0,28.0
1201,2.0,1.0,2.0,0.0,27.0
1202,0.0,0.0,0.0,1.0,26.0
1203,0.0,0.0,0.0,1.0,25.0
1204,2.0,1.0,2.0,0.0,24.0
1205,2.0,1.0,2.0,0.0,3.0
1206,1.0,2.0,1.0,3.0,34.0
1207,1.0,1.0,2.0,3.0,35.0
1208,0.0,0.0,0.0,1.0,36.0
1209,0.0,0.0,0.0,1.0,37.0
1210,1.0,1.0,2.0,3.0,38.0
1211,0.0,0.0,0.0,1.0,39.0
1212,0.0,0.0,0.0,1.0,41.0
1213,2.0,1.0,2.0,0.0,42.0
1214,0.0,0.0,0.0,1.0,50.0
1215,0.0,0.0,0.0,1.0,49.0
1216,0.0,0.0,0.0,1.0,47.0
1217,0.0,0.0,0.0,1.0,46.0
1218,2.0,1.0,2.0,0.0,45.0
1219,0.0,0.0,0.0,1.0,29.0
1220,0.0,0.0,0.0,1.0,44.0
1221,3.0,2.0,1.0,2.0,43.0
1222,2.0,1.0,2.0,0.0,31.0
1223,0.0,0.0,0.0,1.0,30.0
1224,3.0,2.0,1.0,2.0,4.0
1225,0.0,0.0,0.0,0.0,48.0
1226,0.0,0.0,0.0,1.0,23.0
1227,2.0,1.0,2.0,0.0,22.0
1228,0.0,0.0,0.0,1.0,21.0
1229,0.0,0.0,0.0,1.0,20.0
1230,0.0,0.0,0.0,1.0,19.0
1231,2.0,1.0,0.0,0.0,18.0
1232,2.0,1.0,0.0,0.0,17.0
1233,0.0,0.0,0.0,1.0,16.0
1234,2.0,1.0,2.0,0.0,15.0
1235,1.0,1.0,2.0,0.0,14.0
1236,0.0,0.0,0.0,1.0,13.0
1237,0.0,0.0,0.0,1.0,12.0
1238,0.0,0.0,0.0,1.0,11.0
1239,2.0,1.0,2.0,0.0,10.0
1240,3.0,2.0,1.0,2.0,9.0
1241,0.0,0.0,0.0,1.0,8.0
1242,0.0,0.0,0.0,1.0,7.0
1243,0.0,0.0,0.0,1.0,0.0
1244,2.0,1.0,2.0,0.0,1.0
1245,0.0,0.0,0.0,1.0,6.0
1246,0.0,0.0,0.0,1.0,5.0
1247,0.0,0.0,0.0,1.0,2.0
1248,2.0,1.0,2.0,0.0,45.0
1249,2.0,1.0,2.0,0.0,24.0
1250,2.0,1.0,2.0,0.0,3.0
1251,0.0,0.0,0.0,1.0,50.0
1252,0.0,0.0,0.0,1.0,49.0
1253,0.0,0.0,0.0,1.0,47.0
1254,0.0,0.0,0.0,1.0,46.0
1255,0.0,0.0,0.0,1.0,44.0
1256,3.0,2.0,1.0,2.0,43.0
