@relation unbalance2 datasets
@attribute f1 numeric
@attribute f2 numeric
@attribute class {0,1,2,3,4,5,6,7,8,9,10,11}

@data
152811,350341,1
150219,347316,1
157864,350714,1
144733,347578,1
148685,352606,1
149734,348177,1
150282,354133,1
154605,350326,1
150694,352887,1
149637,357153,1
150217,350232,1
152376,354940,1
147820,346408,1
151426,355880,1
145051,345703,1
149751,349769,1
147022,348674,1
147935,346178,1
150893,345974,1
146442,351678,1
146873,345316,1
145206,345302,1
142953,352847,1
149521,349957,1
153677,351562,1
149425,347106,1
149260,349307,1
146690,350635,1
155007,351028,1
149211,355547,1
154092,348446,1
151145,349643,1
149168,352535,1
153422,353325,1
153107,344100,1
149648,348732,1
154098,348281,1
155633,350513,1
149793,351600,1
149191,351319,1
151280,353718,1
151112,351520,1
152554,351248,1
149192,352894,1
152261,351575,1
153316,346164,1
150561,350402,1
150485,344842,1
146033,353098,1
146291,342997,1
145379,347808,1
146065,349903,1
149510,349831,1
144893,355414,1
157103,350885,1
152338,348302,1
143462,351193,1
146349,345838,1
149661,351682,1
144583,350248,1
148546,348619,1
153450,348388,1
149482,346202,1
149787,344068,1
146833,348349,1
148243,352270,1
145726,347326,1
151152,355101,1
148570,347062,1
152477,356984,1
153912,348213,1
153406,350653,1
149890,354504,1
148406,353721,1
146129,347229,1
150375,352361,1
153034,346797,1
148922,344525,1
149452,352025,1
151949,344753,1
152732,343546,1
145519,349363,1
150632,354423,1
150619,353894,1
149522,345248,1
152823,350400,1
148848,352411,1
147387,352803,1
150873,354998,1
151454,355136,1
149312,352625,1
152518,345770,1
145200,349645,1
146601,345318,1
140285,352908,1
151649,355646,1
146866,343389,1
149200,352549,1
153192,349241,1
150161,348512,1
148607,347063,1
147317,353707,1
149240,351130,1
151907,349817,1
145205,350833,1
149784,353166,1
152474,347512,1
145507,347050,1
152117,352378,1
152161,355205,1
147210,353655,1
145242,349160,1
151370,345947,1
152556,342884,1
151831,347268,1
152412,353795,1
146262,347898,1
151846,351077,1
148166,350486,1
148225,342892,1
145080,353444,1
153479,356719,1
150554,349933,1
153174,353459,1
154778,348095,1
146404,351516,1
152033,356884,1
149960,354123,1
152891,348087,1
153503,347142,1
152595,350427,1
147414,348996,1
149600,349763,1
150835,354083,1
159988,351695,1
153879,355624,1
157338,350599,1
151311,349712,1
150670,352563,1
151939,351535,1
148331,349173,1
153926,345396,1
149502,346438,1
145656,351507,1
152754,351985,1
145040,344885,1
144168,349794,1
150912,351757,1
146993,346001,1
147120,346571,1
149488,353706,1
148454,344328,1
149296,351335,1
150860,353163,1
146305,343994,1
146129,349203,1
143361,345638,1
148766,350160,1
152101,348882,1
147779,344583,1
151585,352103,1
151709,352047,1
153133,348367,1
153129,351974,1
147822,345552,1
147290,345844,1
150153,346386,1
147898,349446,1
154594,348810,1
154363,356450,1
150301,349806,1
148649,351633,1
151615,351968,1
147925,350962,1
149605,350564,1
148323,353747,1
150334,346370,1
153568,355502,1
152348,352394,1
153616,346745,1
147107,353204,1
150569,353778,1
146890,355061,1
151217,348799,1
151030,355261,1
154099,351239,1
153476,345743,1
152066,347764,1
148403,352765,1
148495,355491,1
143512,345629,1
148582,349508,1
145095,347443,1
152940,356208,1
152852,347466,1
150437,354233,1
148803,347915,1
150452,352489,1
155076,346341,1
154266,355147,1
148582,342927,1
150533,351068,1
146457,350970,1
151267,347544,1
152337,347193,1
152846,352202,1
145158,346255,1
151596,350071,1
147267,340855,1
148809,343333,1
152492,350108,1
150943,353612,1
149482,344758,1
151919,352327,1
155169,352072,1
148028,347951,1
145731,349498,1
146325,356527,1
147014,345295,1
147877,351298,1
151824,350835,1
143404,350354,1
150746,350056,1
147538,350639,1
153477,349557,1
147294,344401,1
150024,348165,1
147035,350441,1
147845,350599,1
149177,351817,1
149276,356916,1
148340,344629,1
153568,352498,1
151740,350601,1
155866,350467,1
149123,347731,1
153373,349936,1
143362,351477,1
152019,351543,1
151175,345065,1
148817,352733,1
152199,351005,1
152775,356238,1
153269,346827,1
151327,347861,1
151901,344677,1
147869,349798,1
146537,352785,1
149154,348408,1
150590,348426,1
153007,349374,1
147500,349245,1
148452,353066,1
159406,350991,1
148031,348284,1
156073,352604,1
153039,346011,1
148236,351707,1
149663,349317,1
149320,356663,1
151497,348108,1
154319,351765,1
144821,349853,1
156400,347239,1
152460,353001,1
148264,342822,1
149602,343837,1
150947,345974,1
184129,378867,2
183112,382381,2
176043,384123,2
179432,375113,2
177649,385280,2
180738,384111,2
186645,380959,2
177228,384694,2
186163,381386,2
178529,376643,2
177938,383343,2
181928,387217,2
182242,377788,2
180885,376937,2
175359,383118,2
177814,379706,2
177255,375434,2
178379,383728,2
177527,379268,2
181346,377633,2
183199,378490,2
179207,378355,2
181753,383125,2
182400,376604,2
180423,381519,2
179138,383074,2
178284,377123,2
176322,380684,2
179135,374711,2
180504,382243,2
179410,376410,2
180689,382606,2
180146,381379,2
182120,378918,2
178006,375144,2
179626,384152,2
180765,380557,2
178811,385159,2
180887,380116,2
174389,373843,2
181450,385463,2
181460,379229,2
179996,382908,2
178884,377616,2
178631,381788,2
174609,382088,2
183465,383534,2
182010,381771,2
176562,379528,2
175328,379987,2
178782,380829,2
182153,377892,2
182633,381995,2
181691,376820,2
182429,374248,2
185549,381079,2
174610,380083,2
181485,380843,2
179828,385561,2
177632,383642,2
182267,386091,2
179983,380692,2
183795,383238,2
176730,377813,2
177320,379005,2
181371,374638,2
177193,379939,2
180383,382955,2
178729,376543,2
183468,379647,2
181381,377860,2
178713,377328,2
177980,382637,2
178720,380084,2
187570,383084,2
179843,381233,2
179359,382880,2
179375,372835,2
184795,377263,2
174522,378911,2
183518,381446,2
177725,383386,2
179136,377901,2
182142,378311,2
177039,378807,2
181346,382322,2
179764,380311,2
175577,383100,2
180608,377632,2
181835,381477,2
182017,381420,2
178210,374648,2
179949,380927,2
181968,385671,2
181687,376400,2
178769,377872,2
175979,376399,2
180862,383639,2
181004,378349,2
184738,382838,2
175086,374334,2
178880,374153,2
181373,383275,2
179679,381835,2
186416,381523,2
178839,382927,2
172525,379465,2
182308,380671,2
175576,376805,2
184158,380446,2
181277,376666,2
178912,377089,2
176901,378189,2
185873,381024,2
180979,385141,2
178453,381033,2
177803,381058,2
179430,381652,2
183973,384185,2
186042,382430,2
180086,380209,2
181351,378773,2
181023,381981,2
174786,374181,2
180444,380176,2
178425,382810,2
178647,379147,2
179523,381767,2
170858,379628,2
177677,381608,2
182391,378686,2
180382,385297,2
178369,381085,2
178922,380336,2
176585,375912,2
177795,379172,2
178156,375267,2
179411,379033,2
181859,376319,2
179933,379792,2
179748,380454,2
177358,378211,2
183095,385447,2
180745,384382,2
181790,384628,2
180693,381928,2
182554,382710,2
184783,378410,2
178635,380278,2
181716,376640,2
182148,380969,2
179972,383591,2
186046,377141,2
176905,379033,2
178463,375233,2
180246,381932,2
180083,383881,2
179295,383527,2
178483,376621,2
182608,378030,2
179809,379659,2
177449,378502,2
185416,378882,2
182884,372345,2
184708,382474,2
179915,379254,2
186058,382787,2
182908,381123,2
174282,370056,2
175999,378652,2
181846,382658,2
179633,383252,2
179545,378956,2
183399,381978,2
185383,381287,2
181237,383024,2
180403,386219,2
187118,377844,2
179966,386604,2
178575,380532,2
178118,377298,2
177674,377218,2
180258,380396,2
177278,380162,2
174123,380705,2
175937,382196,2
181379,381276,2
183451,377122,2
183803,378209,2
187314,378344,2
176572,377799,2
184315,381549,2
180258,381098,2
178521,379136,2
178652,376722,2
182813,379256,2
182055,382084,2
174288,379021,2
183240,384856,2
182610,377686,2
179253,380851,2
176897,383312,2
177566,377050,2
176091,379433,2
179841,376162,2
178771,376947,2
179014,375348,2
180700,377129,2
179060,381063,2
174633,378708,2
178107,381645,2
178345,383068,2
174574,380598,2
182801,382720,2
173148,381690,2
181335,387551,2
179068,382289,2
178848,375190,2
182048,381135,2
179040,382004,2
179283,382894,2
177244,382295,2
183560,378808,2
183136,380401,2
182171,381303,2
181680,380847,2
182297,386614,2
182195,375171,2
181246,382817,2
181997,383933,2
177758,377917,2
180093,381569,2
181740,379894,2
177706,376519,2
180002,380317,2
179407,385189,2
183926,379137,2
181494,382124,2
183461,376818,2
181969,377297,2
183191,376421,2
179701,375456,2
180364,377071,2
178014,376971,2
181226,378732,2
189722,375801,2
180309,378436,2
179856,377547,2
182714,377774,2
175055,378509,2
183568,384044,2
177320,379717,2
181795,381504,2
180875,385076,2
179788,382133,2
177732,380180,2
181320,383549,2
183556,387372,2
182159,378589,2
184415,383111,2
175609,377000,2
180061,376078,2
175730,377442,2
180363,379804,2
181713,373999,2
177572,374727,2
184057,380226,2
178498,381739,2
181971,382669,2
178900,381266,2
177602,379194,2
177669,381435,2
175411,387385,2
184809,386701,2
172261,379039,2
175921,384042,2
173724,377420,2
175753,380679,2
171171,379572,2
181904,382592,2
180128,376190,2
176740,381638,2
175886,380119,2
175832,380618,2
179119,376675,2
173606,378122,2
181286,375270,2
179716,377663,2
178918,376840,2
182063,379106,2
181093,380642,2
178910,382559,2
180097,376646,2
179578,380882,2
178020,383221,2
183515,383376,2
183802,375363,2
180229,382326,2
176753,379144,2
176291,383976,2
180794,383003,2
179163,378819,2
177428,380591,2
180417,381649,2
176254,371881,2
181077,378176,2
174965,378252,2
172241,375622,2
179342,372910,2
176895,382333,2
184842,378553,2
184341,384122,2
178064,376791,2
176943,382693,2
179316,382145,2
179000,381662,2
184381,377172,2
178899,379329,2
183812,378903,2
183913,377371,2
187968,379397,2
178800,374779,2
178497,379354,2
185299,379909,2
177665,377151,2
174259,381431,2
180274,376728,2
181582,379377,2
178852,381537,2
178891,380560,2
175690,372026,2
185448,378114,2
180637,378786,2
178268,378086,2
181271,375870,2
182639,380128,2
176685,379141,2
180712,384097,2
178475,380201,2
185220,382742,2
180503,379640,2
176443,373901,2
179649,375329,2
181420,377778,2
186643,379300,2
180125,381826,2
181807,377555,2
183797,378401,2
181609,380966,2
177250,377957,2
179491,376084,2
177920,378049,2
182235,378083,2
184871,382662,2
179931,380691,2
183335,382051,2
177797,378333,2
180504,386710,2
179442,380287,2
185155,377621,2
180930,375928,2
182428,380553,2
178921,378613,2
177997,375546,2
181248,378647,2
177412,374619,2
175694,381717,2
179045,386020,2
185057,382835,2
178759,378859,2
180698,384348,2
178122,380728,2
173516,372370,2
180001,379545,2
185356,380783,2
178952,381664,2
176363,379119,2
176867,383380,2
181152,375935,2
178671,387605,2
183110,384566,2
179128,379136,2
173405,380247,2
178610,377115,2
182251,377297,2
183246,380564,2
184063,383508,2
183165,383230,2
183394,387046,2
185989,379574,2
184852,379784,2
180555,371452,2
178494,378879,2
179115,380371,2
182222,380341,2
183821,378344,2
179217,375871,2
184783,379185,2
177708,386695,2
178528,376930,2
178776,379886,2
177907,376148,2
182751,383939,2
179408,382415,2
185855,381090,2
179981,379848,2
185902,385243,2
172316,381049,2
181144,380103,2
180896,380520,2
186120,385454,2
180828,381640,2
185626,381409,2
185985,382388,2
178038,379494,2
176235,376517,2
182714,381428,2
177423,374638,2
179503,377766,2
178194,383148,2
180319,377846,2
181886,381038,2
182252,379548,2
180429,380916,2
177006,381033,2
177322,378156,2
180924,373408,2
173093,382522,2
176286,377873,2
175049,380401,2
178963,382947,2
181534,376748,2
187478,384700,2
179987,382331,2
176624,380047,2
178566,378728,2
181449,383937,2
183231,381726,2
178548,381530,2
179985,388472,2
183750,382120,2
180708,383773,2
180254,379866,2
178953,385566,2
178784,379579,2
183346,377204,2
178319,379780,2
179851,374586,2
176731,383630,2
181909,376465,2
180788,380965,2
181396,383017,2
179915,381510,2
177653,380941,2
179730,377253,2
175939,379421,2
178929,382820,2
187296,378327,2
185288,376641,2
182744,378076,2
181385,382827,2
182614,379397,2
181232,380824,2
182946,374805,2
183813,377950,2
176770,377476,2
179396,375956,2
179914,383685,2
178245,383096,2
176856,374754,2
184023,381188,2
182112,377173,2
177120,379190,2
176671,379811,2
181351,385514,2
177822,380948,2
176211,377556,2
179217,382538,2
177329,382489,2
182687,380704,2
187294,387784,2
174621,378937,2
182648,378820,2
181336,381852,2
177336,375636,2
183041,379009,2
177191,378020,2
174048,383704,2
176448,381869,2
181828,382095,2
181298,383024,2
183171,383147,2
181552,380258,2
183986,375944,2
173660,374077,2
179037,380023,2
178851,385119,2
179817,382596,2
183375,383634,2
177861,385430,2
180798,378553,2
173958,377402,2
177105,383178,2
182973,378041,2
174487,386371,2
184474,383250,2
178469,377848,2
181669,378992,2
176280,381270,2
182387,382482,2
179996,383676,2
183966,381466,2
178271,376634,2
177675,380061,2
177609,374927,2
186245,382437,2
178957,381696,2
174912,379953,2
183000,377387,2
180079,384014,2
178875,382996,2
181634,377924,2
182806,376082,2
177985,382958,2
180351,381950,2
179018,380015,2
178172,380621,2
181504,382344,2
182281,378871,2
175667,384456,2
183511,381442,2
180471,377635,2
179254,378373,2
174977,384232,2
179187,377874,2
179780,376641,2
180328,383666,2
178620,380866,2
182929,387226,2
184959,379653,2
183933,382401,2
179271,379866,2
181061,381466,2
181286,375127,2
178034,380589,2
179964,382397,2
178135,379795,2
180217,378890,2
185091,380591,2
179409,373367,2
177689,383676,2
184356,381512,2
182761,382008,2
178339,381894,2
177669,380669,2
184462,384909,2
180099,376489,2
180586,379824,2
181105,383522,2
178011,379755,2
183443,382367,2
187441,375647,2
172133,380311,2
180626,383471,2
182989,373251,2
177483,379007,2
180284,376085,2
180539,376813,2
178103,381676,2
182234,383654,2
183842,379725,2
180706,378437,2
181169,385788,2
178272,379556,2
183537,381551,2
179715,378877,2
181393,381736,2
183715,376526,2
179060,379974,2
179386,377152,2
180286,379426,2
179294,382099,2
175987,385764,2
181525,378730,2
175441,381222,2
179037,378466,2
175546,379836,2
184116,389167,2
180270,380598,2
181515,378273,2
179169,383070,2
185018,383412,2
178722,375084,2
183642,378350,2
183647,378955,2
178338,379036,2
181358,380466,2
180400,378277,2
186688,382033,2
176856,381167,2
174989,376848,2
180983,381281,2
176934,376164,2
178137,382409,2
181048,379432,2
175895,381855,2
183389,377213,2
181333,382593,2
184498,379581,2
179014,379673,2
182887,379434,2
176462,381758,2
180762,385748,2
183553,383175,2
177950,379888,2
180276,377675,2
185169,380781,2
177519,376613,2
176489,379374,2
182952,383259,2
179926,379717,2
176519,383405,2
177174,378150,2
181095,381486,2
180774,381116,2
178888,375483,2
180724,378430,2
181785,383340,2
177688,376189,2
178989,379417,2
177705,376705,2
184237,377342,2
175956,376696,2
185104,383100,2
178198,379840,2
179994,381177,2
183028,378556,2
182333,379841,2
178920,382526,2
182810,376230,2
176269,377240,2
184369,383648,2
183670,385698,2
180059,377290,2
181277,381510,2
183097,376387,2
178964,381966,2
181725,380591,2
182173,377027,2
181176,381719,2
175508,383529,2
178939,379398,2
173751,376548,2
178789,376361,2
177502,375843,2
179696,381223,2
181193,381187,2
182625,377797,2
179547,382327,2
180127,376660,2
183204,385000,2
184101,373715,2
180688,379207,2
182724,382643,2
177692,379808,2
185014,380656,2
177904,378190,2
177573,385941,2
181702,378722,2
179793,382176,2
174983,383309,2
183407,379272,2
182198,384778,2
185210,381918,2
180932,375412,2
182229,378740,2
176359,379179,2
185880,382595,2
187499,382992,2
178794,382073,2
177803,375227,2
183163,375516,2
176410,383875,2
180486,382639,2
179574,381254,2
182614,385126,2
173774,385189,2
180390,377609,2
180828,380215,2
174399,380796,2
179498,380328,2
181990,380837,2
175966,380207,2
179051,383324,2
180622,371414,2
178347,379816,2
184975,379710,2
182433,378769,2
178170,380270,2
181049,381786,2
183570,379460,2
180785,380136,2
181761,374985,2
182034,376697,2
182337,379059,2
175817,379046,2
177860,376429,2
178884,376174,2
174948,381423,2
175567,379981,2
181131,384445,2
181135,381831,2
182924,376625,2
181156,373135,2
177575,380196,2
179950,379280,2
177734,381518,2
182742,383150,2
175222,378892,2
182718,380740,2
181575,377888,2
182445,384024,2
178170,379980,2
180623,378387,2
179870,378548,2
175222,385243,2
181533,381752,2
181400,381463,2
177650,380825,2
183921,381822,2
174418,380928,2
178700,379890,2
178764,385262,2
177743,379021,2
177900,377136,2
181528,378854,2
177237,383446,2
180218,382481,2
178656,383553,2
179594,379286,2
186111,381086,2
178286,374120,2
182800,383255,2
180120,379674,2
180100,380186,2
173983,382587,2
183228,379463,2
180489,381404,2
178628,377604,2
180118,378338,2
179655,381670,2
185793,379913,2
176500,374724,2
178224,378130,2
180831,389238,2
185863,382137,2
180814,380758,2
183514,379064,2
182380,374513,2
182274,380654,2
184072,370719,2
187246,377819,2
180467,375468,2
179083,379237,2
180592,383437,2
179041,381528,2
172691,377873,2
179633,374846,2
180531,378376,2
178842,376154,2
179314,381283,2
183909,378548,2
180261,384484,2
179905,379621,2
177909,375012,2
178238,380073,2
179681,382225,2
180405,378480,2
181229,382067,2
185171,381585,2
184290,381639,2
176214,378594,2
185555,380154,2
176884,379266,2
188131,380409,2
180630,375483,2
178613,379804,2
173608,375615,2
178741,380277,2
184877,376818,2
178695,384157,2
178574,382441,2
175848,377888,2
176288,386125,2
178170,383402,2
181139,382799,2
173478,372826,2
182110,376228,2
178479,377638,2
182544,379223,2
179986,375872,2
178600,381921,2
181590,378514,2
181597,379639,2
186404,378914,2
175885,379311,2
177780,384095,2
176131,373854,2
178197,376795,2
178402,378358,2
178604,381606,2
178517,376633,2
178386,378187,2
179250,382138,2
181354,376272,2
183522,383648,2
178846,380961,2
185779,382371,2
182760,380229,2
183857,377247,2
176900,374657,2
174219,379904,2
181034,382355,2
181089,382388,2
174623,379192,2
175301,384716,2
181113,380694,2
183278,379060,2
184289,380760,2
177096,377772,2
181912,382354,2
181942,385092,2
179899,383262,2
176674,380449,2
176507,375369,2
182342,378231,2
174681,380736,2
179067,379666,2
180444,384394,2
183456,382425,2
178864,375375,2
175597,381551,2
181101,382214,2
177724,385281,2
185621,380831,2
177255,380553,2
180541,375097,2
186459,379197,2
183333,375634,2
179947,379529,2
181515,377699,2
187598,376707,2
184429,380429,2
175799,376935,2
180584,384047,2
183367,387345,2
175146,379995,2
180913,380979,2
179784,373817,2
180912,384803,2
177454,377783,2
174223,380652,2
176609,379027,2
185929,381674,2
179590,379687,2
176991,380110,2
184642,377116,2
182906,380708,2
177272,375044,2
183399,379998,2
183511,380926,2
177553,378879,2
181707,381196,2
178828,382667,2
183955,375380,2
176009,375022,2
178708,377921,2
182596,381607,2
179748,381063,2
181823,379064,2
185495,382375,2
178652,386406,2
176535,376258,2
184940,377832,2
178617,374104,2
181007,380521,2
178160,382317,2
175039,378335,2
177004,383130,2
184150,379686,2
178687,380636,2
179525,383143,2
180949,381945,2
183721,381365,2
180482,384536,2
179183,377042,2
177304,378268,2
181843,381116,2
173396,378216,2
176284,377854,2
182328,382499,2
181413,378544,2
175962,380839,2
181698,379593,2
181485,378777,2
176255,381064,2
179773,380893,2
185066,374297,2
178439,378777,2
175739,376180,2
180502,380402,2
178229,377565,2
178866,379842,2
181297,384074,2
179827,385337,2
178794,382392,2
176737,374645,2
177406,384357,2
176763,383059,2
178086,380606,2
185567,388204,2
180467,378596,2
178263,385470,2
179596,376478,2
180776,378828,2
180873,376398,2
181008,381871,2
183449,381490,2
178913,377842,2
181123,375685,2
178044,371317,2
174121,376412,2
178191,375305,2
184484,382528,2
178879,383278,2
183231,374023,2
181903,374692,2
178111,378304,2
186051,383586,2
182762,384219,2
182854,384912,2
177123,378465,2
177954,377726,2
182044,376952,2
183794,382113,2
179917,382398,2
185414,375727,2
179596,379520,2
182271,378555,2
180011,381896,2
183459,383945,2
178966,383671,2
179901,381524,2
175230,378206,2
180956,378593,2
180284,376333,2
181670,383831,2
181069,377280,2
177883,373661,2
182100,377608,2
188254,385391,2
177972,380593,2
182948,379141,2
178173,380460,2
177127,380935,2
176449,381023,2
181819,379615,2
180105,387198,2
182763,383606,2
179399,372146,2
176283,376635,2
179373,379835,2
179767,381541,2
181937,379298,2
176172,379473,2
174172,378395,2
181451,376003,2
177544,386456,2
178448,379228,2
181740,387488,2
180058,377205,2
180522,379243,2
183745,376256,2
183371,377645,2
180011,382839,2
178319,382210,2
176225,376868,2
180999,380575,2
187315,379346,2
183311,382935,2
180711,377651,2
176528,384548,2
176123,374734,2
178324,380747,2
168166,374056,2
181320,377849,2
183932,377009,2
180350,384908,2
178966,379385,2
184278,381453,2
178647,375328,2
178168,376796,2
182928,381386,2
180017,379677,2
177994,381878,2
182714,383912,2
178480,376955,2
184711,377417,2
178010,381236,2
178122,379432,2
178012,379842,2
181127,377326,2
184127,377428,2
181156,381521,2
182442,385153,2
183970,379307,2
179594,383446,2
183000,384610,2
179606,383334,2
186641,385435,2
180823,381211,2
178275,374748,2
180318,377440,2
177682,379282,2
175180,374950,2
181106,378461,2
180736,384084,2
182068,377751,2
177328,380371,2
177454,380630,2
178448,385651,2
176820,378890,2
188511,382882,2
181175,376243,2
177935,377034,2
181342,381162,2
183888,382039,2
182143,378729,2
182899,381154,2
181520,378035,2
175234,381330,2
177597,377550,2
183352,381126,2
179374,381046,2
180820,384590,2
181755,376685,2
176770,380350,2
180601,374628,2
178625,380262,2
175338,382002,2
181244,376767,2
177331,379088,2
178410,383707,2
175765,384786,2
178093,379816,2
181390,384814,2
184970,379998,2
176422,376892,2
181092,379782,2
181655,374683,2
183301,377730,2
183984,378444,2
176503,383987,2
180194,380720,2
183892,386821,2
181724,381573,2
184427,381555,2
183847,379681,2
187412,377936,2
171715,379705,2
178951,378712,2
178929,374993,2
175498,381170,2
178352,379316,2
184497,381274,2
180188,378381,2
183038,382460,2
185170,378634,2
179082,381028,2
178705,381973,2
175835,379189,2
179123,377016,2
177740,380525,2
179307,383320,2
179287,373076,2
177697,380128,2
176380,380082,2
178806,380982,2
180046,378813,2
177168,380781,2
181114,378368,2
179544,380758,2
179176,383530,2
182883,380003,2
187293,377334,2
182680,379943,2
182032,381569,2
180015,379151,2
180410,385268,2
181839,378796,2
178251,378488,2
175280,384656,2
181357,381075,2
177781,381462,2
181245,384321,2
177374,377676,2
176036,379019,2
175562,382292,2
180889,377582,2
186181,381370,2
180634,376403,2
181551,381758,2
180455,387080,2
180728,379561,2
187480,379482,2
177529,384979,2
179498,376998,2
177870,378602,2
182258,380123,2
180807,381991,2
178965,376470,2
182347,377190,2
176820,380640,2
180378,379443,2
180634,374790,2
184977,375075,2
181703,374720,2
180105,380073,2
175757,381001,2
175349,381634,2
181868,376845,2
177786,373452,2
179237,381787,2
177251,379460,2
180574,380002,2
180721,378794,2
185517,379571,2
185749,386559,2
183357,379852,2
183428,381950,2
176301,372798,2
184034,375724,2
177022,377243,2
174942,379956,2
190013,382139,2
181008,387998,2
177904,374261,2
180025,374565,2
180218,379137,2
173454,376610,2
177737,376506,2
181674,383166,2
180112,378669,2
174741,380948,2
178446,380485,2
179525,374916,2
180257,382435,2
174691,378663,2
180807,377997,2
184835,380002,2
174963,380734,2
181388,383615,2
184249,380746,2
181203,374694,2
181863,382811,2
178498,378130,2
179414,385747,2
176380,381557,2
179616,382020,2
178252,378752,2
177919,377139,2
184577,378161,2
179630,375883,2
181992,377608,2
181187,383838,2
176791,377797,2
174024,379215,2
175466,384447,2
180873,378518,2
179047,379271,2
182402,382415,2
178799,380507,2
175819,381037,2
180305,378840,2
183482,379792,2
180839,385181,2
179412,386302,2
178669,379759,2
184010,377965,2
182891,380003,2
178641,378047,2
175742,377313,2
177111,373499,2
181054,375228,2
176545,379562,2
178776,377842,2
179613,384122,2
177914,373967,2
178025,376880,2
179284,381510,2
178258,381301,2
175755,378190,2
182329,377076,2
177092,372248,2
183273,378830,2
178914,381369,2
179026,379522,2
184097,376102,2
180826,383090,2
178728,382192,2
177385,379140,2
178364,380095,2
181265,380358,2
182679,380829,2
180152,382444,2
178441,378710,2
181061,385106,2
182123,376610,2
178667,378854,2
184564,377936,2
178848,377790,2
182841,375086,2
183062,383974,2
180179,380258,2
179732,379574,2
182758,380578,2
174296,377193,2
180107,378847,2
180219,382845,2
181156,379906,2
177202,381328,2
175541,381616,2
171657,382401,2
181724,378489,2
183409,377996,2
178595,381053,2
187524,377786,2
177973,383496,2
175853,376208,2
179539,383389,2
180335,385151,2
182158,376162,2
180383,383758,2
177585,381391,2
175184,379882,2
178145,379066,2
175687,378984,2
182288,383007,2
179672,377932,2
174140,377495,2
181156,389839,2
177083,384716,2
184270,383848,2
180165,383031,2
180725,379993,2
177510,374278,2
181654,379564,2
180205,382416,2
180684,382181,2
178987,384947,2
182035,384049,2
172287,380657,2
180524,378316,2
183315,379442,2
179397,381546,2
181828,378701,2
178117,378412,2
180546,384631,2
178153,379394,2
183621,375387,2
181486,373249,2
184351,381207,2
179868,378479,2
179812,378731,2
180991,379660,2
184580,380575,2
172442,376038,2
174698,379390,2
184006,373492,2
185988,377660,2
179352,378695,2
184281,381301,2
186863,381560,2
180600,384046,2
178559,385149,2
178491,381249,2
179190,377318,2
182526,381930,2
179460,383888,2
186443,384194,2
178926,380215,2
177736,375194,2
181722,376117,2
180744,378922,2
181463,381784,2
173379,377483,2
179526,375016,2
174202,383577,2
180586,378635,2
182419,383390,2
183730,381748,2
182381,376131,2
181531,380327,2
182452,382365,2
179821,377824,2
179878,377803,2
183227,381331,2
183438,377078,2
178511,377706,2
174317,383603,2
172742,378192,2
174869,380917,2
176837,378146,2
181414,375284,2
177547,378249,2
179730,378206,2
181168,380749,2
175616,377979,2
177311,382910,2
177630,373295,2
177465,380970,2
178611,378186,2
182489,383284,2
178395,380054,2
182196,385354,2
181076,378822,2
180607,379062,2
183083,381804,2
186768,383991,2
184640,376663,2
174991,371161,2
181676,379568,2
176057,380389,2
173641,384157,2
176171,378797,2
173100,379599,2
176423,381752,2
184283,378482,2
178493,376659,2
188477,380124,2
181236,374534,2
183175,381908,2
179538,376693,2
179116,375017,2
177523,379936,2
180509,381556,2
175311,378793,2
177312,381402,2
176619,382035,2
180532,382199,2
184794,379825,2
186823,381517,2
174448,377707,2
181097,384860,2
177932,377528,2
176580,376032,2
180327,378062,2
178508,377666,2
180162,375993,2
182430,376225,2
177042,385145,2
179517,380163,2
174623,376556,2
178788,383236,2
183127,377297,2
174480,384275,2
181236,379206,2
175725,377154,2
180693,384223,2
178576,378103,2
179119,379940,2
174928,381781,2
177119,380626,2
179390,377928,2
180227,373395,2
179395,377479,2
177972,381945,2
184201,383807,2
179385,380711,2
177546,382672,2
177601,380776,2
179761,384546,2
182938,385011,2
178657,378030,2
182756,380339,2
180716,381964,2
178219,383860,2
177416,380206,2
180561,378436,2
179673,379873,2
177138,375520,2
177488,378074,2
181705,377466,2
181650,380739,2
179015,379133,2
182612,383866,2
178893,380507,2
179635,376397,2
183905,381773,2
178293,376698,2
173540,380006,2
175924,387286,2
180920,378715,2
179318,380566,2
188701,384475,2
175525,376359,2
179229,383870,2
180127,378752,2
175656,382186,2
183413,378662,2
182353,385681,2
184879,384242,2
182174,378059,2
168773,384633,2
176942,378815,2
180986,382637,2
177423,380302,2
180896,380074,2
179791,386369,2
178269,374986,2
180215,375247,2
181622,382717,2
183615,373554,2
177173,382303,2
178192,383932,2
177721,375095,2
182681,380166,2
184973,378613,2
183338,383268,2
184241,378432,2
180788,382608,2
177465,377342,2
182150,383605,2
185459,381719,2
181600,376429,2
182938,376672,2
175119,379690,2
181806,373957,2
179513,382833,2
181750,384821,2
184038,382485,2
177978,376187,2
184762,381233,2
177017,386742,2
180129,383970,2
180971,381814,2
183374,383088,2
178978,384125,2
177041,380308,2
184480,380113,2
181147,379266,2
173948,379903,2
181012,379370,2
174622,377058,2
182501,377325,2
184387,382351,2
179422,378164,2
177127,376751,2
183880,376073,2
178385,375517,2
177412,381902,2
176010,378456,2
175359,381484,2
180872,383911,2
178951,379056,2
182493,382532,2
179821,389094,2
179337,378878,2
174556,380864,2
177548,378794,2
180330,383547,2
178646,378605,2
184032,379091,2
