@relation noise datasets
@attribute f1 numeric
@attribute f2 numeric
@attribute class {0,1,2,3,4,5,6,7,8,-1}

@data
0.52165,0.4108,7
0.52053,0.40995,7
0.53242,0.40855,7
0.53021,0.41463,7
0.5246,0.41761,7
0.54013,0.41946,7
0.52837,0.40419,7
0.52897,0.4238,7
0.53145,0.41447,7
0.5431,0.41555,7
0.53038,0.42171,7
0.53014,0.41623,7
0.5331,0.40339,7
0.52292,0.42785,7
0.53871,0.43506,7
0.52544,0.40976,7
0.53126,0.41668,7
0.52623,0.41414,7
0.53156,0.39877,7
0.52598,0.41223,7
0.53157,0.42245,7
0.52681,0.41714,7
0.52198,0.41088,7
0.52985,0.41396,7
0.53285,0.41106,7
0.52308,0.41977,7
0.52092,0.41325,7
0.53455,0.41763,7
0.52799,0.41075,7
0.52346,0.40702,7
0.52854,0.40553,7
0.5317,0.42522,7
0.52801,0.41153,7
0.52932,0.41604,7
0.53184,0.40501,7
0.54326,0.41396,7
0.52244,0.42233,7
0.53806,0.4008,7
0.53195,0.40612,7
0.53322,0.42285,7
0.53351,0.42134,7
0.5365,0.41489,7
0.53132,0.4179,7
0.53195,0.43006,7
0.53373,0.41088,7
0.53142,0.42302,7
0.53351,0.41139,7
0.53109,0.41557,7
0.53184,0.42316,7
0.54355,0.40366,7
0.52646,0.40671,7
0.53331,0.40908,7
0.53266,0.41837,7
0.52578,0.3991,7
0.52815,0.41807,7
0.52288,0.41824,7
0.54192,0.41426,7
0.53458,0.40504,7
0.53068,0.41612,7
0.54006,0.4154,7
0.53343,0.42395,7
0.52513,0.41833,7
0.5361,0.42318,7
0.52629,0.41138,7
0.54141,0.4144,7
0.53107,0.41834,7
0.53077,0.41907,7
0.52203,0.4202,7
0.52863,0.42737,7
0.51547,0.40686,7
0.5323,0.40859,7
0.53602,0.40385,7
0.53323,0.40406,7
0.52391,0.41721,7
0.53615,0.42371,7
0.52557,0.40799,7
0.52627,0.4275,7
0.52892,0.41405,7
0.53071,0.40985,7
0.5211,0.40949,7
0.51818,0.41266,7
0.51384,0.41617,7
0.53061,0.42181,7
0.53376,0.42454,7
0.53625,0.41441,7
0.5364,0.40626,7
0.5288,0.40935,7
0.52653,0.42555,7
0.52988,0.4165,7
0.53326,0.41595,7
0.53235,0.40951,7
0.53069,0.41636,7
0.5428,0.41501,7
0.53714,0.41571,7
0.53028,0.41041,7
0.53479,0.41128,7
0.52099,0.42493,7
0.52096,0.41718,7
0.52767,0.42494,7
0.53488,0.41775,7
0.5278,0.40914,7
0.51086,0.41551,7
0.52887,0.41869,7
0.5293,0.40683,7
0.52589,0.41526,7
0.54488,0.42314,7
0.52396,0.40981,7
0.51749,0.41654,7
0.51575,0.40345,7
0.5297,0.416,7
0.53374,0.41374,7
0.51824,0.41602,7
0.53235,0.40836,7
0.54028,0.41234,7
0.53721,0.40196,7
0.53209,0.41128,7
0.54021,0.41684,7
0.53992,0.40684,7
0.54273,0.41332,7
0.52777,0.40952,7
0.53022,0.41701,7
0.52449,0.41299,7
0.52961,0.42194,7
0.52468,0.4059,7
0.52212,0.40454,7
0.5213,0.41433,7
0.52809,0.41011,7
0.53452,0.41445,7
0.5296,0.41676,7
0.5284,0.4062,7
0.5353,0.41473,7
0.52931,0.42064,7
0.53715,0.41633,7
0.5249,0.41367,7
0.52694,0.42515,7
0.53539,0.42848,7
0.5332,0.42861,7
0.52981,0.41005,7
0.53213,0.42429,7
0.53187,0.4161,7
0.52924,0.41356,7
0.52731,0.41008,7
0.52192,0.4098,7
0.5173,0.40273,7
0.52518,0.41537,7
0.53691,0.43771,7
0.52883,0.40204,7
0.53749,0.4061,7
0.52951,0.39966,7
0.52539,0.42157,7
0.52433,0.40817,7
0.52714,0.42748,7
0.5242,0.41179,7
0.51866,0.41354,7
0.52773,0.42435,7
0.52564,0.40619,7
0.52117,0.42265,7
0.53327,0.40487,7
0.52404,0.41289,7
0.53092,0.42012,7
0.52793,0.40224,7
0.53131,0.41625,7
0.52705,0.41646,7
0.53236,0.41267,7
0.52823,0.41486,7
0.52186,0.42104,7
0.52263,0.41511,7
0.53179,0.41286,7
0.5264,0.41094,7
0.5241,0.41806,7
0.52392,0.4223,7
0.52692,0.43152,7
0.52977,0.40837,7
0.52334,0.42772,7
0.52815,0.39798,7
0.53192,0.4088,7
0.53004,0.40675,7
0.53966,0.41079,7
0.53346,0.41261,7
0.52536,0.40504,7
0.52935,0.40729,7
0.53854,0.41099,7
0.52071,0.41742,7
0.54109,0.41305,7
0.53748,0.41494,7
0.5251,0.4212,7
0.54041,0.41431,7
0.52926,0.41591,7
0.52847,0.41699,7
0.52792,0.41975,7
0.53264,0.40802,7
0.53522,0.41246,7
0.53131,0.41751,7
0.52357,0.41437,7
0.52847,0.41414,7
0.52036,0.41303,7
0.53469,0.40993,7
0.5143,0.41069,7
0.51467,0.41748,7
0.53549,0.4107,7
0.53754,0.42071,7
0.51736,0.41872,7
0.52391,0.42031,7
0.534,0.41813,7
0.53923,0.41182,7
0.53874,0.40867,7
0.52582,0.40764,7
0.52567,0.40685,7
0.54377,0.41982,7
0.53646,0.41575,7
0.53547,0.40822,7
0.52477,0.40909,7
0.524,0.41762,7
0.52898,0.41878,7
0.53115,0.40733,7
0.5494,0.421,7
0.53546,0.41732,7
0.52388,0.41875,7
0.52953,0.41975,7
0.53107,0.40356,7
0.5177,0.42358,7
0.52324,0.4075,7
0.52845,0.40492,7
0.53241,0.4134,7
0.52802,0.41083,7
0.53473,0.42386,7
0.52074,0.40849,7
0.53199,0.42015,7
0.53112,0.41126,7
0.52551,0.413,7
0.52503,0.41056,7
0.52747,0.41316,7
0.52112,0.41289,7
0.52975,0.40734,7
0.53266,0.40808,7
0.52506,0.40828,7
0.5244,0.41595,7
0.53523,0.42251,7
0.53266,0.41393,7
0.52218,0.41806,7
0.53154,0.41294,7
0.54121,0.40998,7
0.5304,0.41597,7
0.53362,0.41662,7
0.52821,0.4195,7
0.52476,0.40887,7
0.52448,0.42284,7
0.44651,0.80242,8
0.44931,0.80558,8
0.42132,0.7953,8
0.44206,0.80284,8
0.45116,0.80144,8
0.44498,0.80643,8
0.45723,0.79251,8
0.4433,0.8081,8
0.4389,0.79702,8
0.4417,0.81145,8
0.44904,0.79835,8
0.44681,0.80896,8
0.44455,0.79838,8
0.44744,0.80973,8
0.44893,0.80262,8
0.43827,0.80166,8
0.45104,0.79649,8
0.4453,0.8087,8
0.44491,0.80751,8
0.4528,0.80013,8
0.44579,0.80606,8
0.44181,0.80026,8
0.44276,0.79661,8
0.44498,0.80732,8
0.44223,0.79699,8
0.4478,0.80856,8
0.43717,0.80866,8
0.43802,0.80438,8
0.43561,0.80666,8
0.44709,0.79493,8
0.44571,0.80768,8
0.4514,0.79997,8
0.45015,0.79502,8
0.43605,0.79875,8
0.45097,0.79564,8
0.44913,0.80336,8
0.43764,0.80571,8
0.44159,0.80325,8
0.43645,0.80376,8
0.44547,0.80043,8
0.43861,0.80205,8
0.44782,0.80944,8
0.45573,0.80809,8
0.43795,0.8032,8
0.45298,0.79546,8
0.43602,0.81362,8
0.44731,0.79851,8
0.43824,0.80378,8
0.43624,0.80487,8
0.44456,0.8058,8
0.43244,0.79839,8
0.44618,0.80823,8
0.44094,0.80624,8
0.44603,0.80476,8
0.44865,0.80893,8
0.44658,0.82106,8
0.45447,0.80079,8
0.43731,0.80125,8
0.43758,0.82808,8
0.43751,0.80659,8
0.43183,0.79911,8
0.44013,0.80322,8
0.44598,0.80685,8
0.44953,0.80029,8
0.44642,0.80659,8
0.45039,0.80972,8
0.43423,0.79627,8
0.4445,0.80584,8
0.45137,0.79683,8
0.45123,0.80323,8
0.44267,0.80046,8
0.43802,0.79265,8
0.44688,0.79787,8
0.44163,0.80237,8
0.44467,0.80479,8
0.44237,0.81143,8
0.44173,0.81299,8
0.44538,0.80636,8
0.43554,0.81057,8
0.44971,0.80708,8
0.42844,0.79708,8
0.44383,0.8065,8
0.43922,0.8055,8
0.44328,0.80942,8
0.43335,0.80112,8
0.4372,0.80327,8
0.44308,0.80327,8
0.44343,0.81726,8
0.4373,0.80097,8
0.43465,0.79833,8
0.43897,0.79799,8
0.44446,0.79964,8
0.44294,0.80506,8
0.44759,0.81407,8
0.42776,0.7995,8
0.4425,0.81098,8
0.44972,0.80992,8
0.44393,0.80059,8
0.44568,0.81449,8
0.43957,0.8104,8
0.44013,0.80365,8
0.449,0.81245,8
0.44933,0.80225,8
0.44005,0.80315,8
0.4397,0.79797,8
0.44051,0.80343,8
0.44206,0.80269,8
0.44124,0.80842,8
0.44175,0.81812,8
0.43187,0.79692,8
0.44088,0.8063,8
0.44017,0.79325,8
0.44173,0.80214,8
0.44422,0.80393,8
0.442,0.80405,8
0.44634,0.79035,8
0.45043,0.80438,8
0.45868,0.80718,8
0.45098,0.80887,8
0.45557,0.79664,8
0.44234,0.81839,8
0.44682,0.80826,8
0.44034,0.80577,8
0.44865,0.80304,8
0.4452,0.80491,8
0.44826,0.808,8
0.43435,0.80188,8
0.4454,0.80278,8
0.44415,0.80408,8
0.44867,0.80182,8
0.45117,0.80584,8
0.4513,0.78751,8
0.44005,0.81117,8
0.43197,0.80335,8
0.45103,0.80236,8
0.44755,0.80463,8
0.44395,0.80217,8
0.44756,0.79339,8
0.43985,0.80096,8
0.44512,0.80277,8
0.45466,0.81378,8
0.44126,0.81111,8
0.43748,0.79483,8
0.43527,0.79286,8
0.44632,0.805,8
0.44311,0.80403,8
0.45238,0.80522,8
0.43481,0.80803,8
0.44143,0.79887,8
0.44225,0.79985,8
0.44045,0.80592,8
0.43319,0.82072,8
0.44916,0.8027,8
0.44041,0.7927,8
0.43999,0.80732,8
0.44037,0.79905,8
0.44001,0.79776,8
0.45179,0.79658,8
0.4504,0.79628,8
0.44301,0.80419,8
0.44578,0.80668,8
0.44105,0.79494,8
0.44675,0.79091,8
0.43313,0.79444,8
0.44601,0.8106,8
0.43898,0.79921,8
0.44113,0.80811,8
0.44198,0.8083,8
0.44076,0.79957,8
0.44461,0.81666,8
0.45296,0.79977,8
0.43664,0.8007,8
0.44358,0.80952,8
0.43612,0.80102,8
0.45058,0.80425,8
0.45133,0.80864,8
0.44001,0.80168,8
0.4451,0.8063,8
0.44279,0.80839,8
0.43721,0.80294,8
0.43366,0.79898,8
0.43947,0.80644,8
0.44343,0.7965,8
0.44231,0.80741,8
0.44308,0.80805,8
0.43618,0.80185,8
0.43975,0.7953,8
0.45231,0.80341,8
0.44695,0.79229,8
0.4557,0.80522,8
0.44008,0.80395,8
0.4431,0.79926,8
0.44346,0.79285,8
0.43844,0.79959,8
0.43694,0.81086,8
0.44186,0.8061,8
0.45223,0.79636,8
0.45006,0.80389,8
0.44964,0.81076,8
0.44263,0.80491,8
0.43519,0.79751,8
0.44266,0.79195,8
0.44551,0.79982,8
0.43542,0.81276,8
0.43919,0.80546,8
0.44217,0.80146,8
0.43864,0.80052,8
0.452,0.80855,8
0.446,0.80204,8
0.44456,0.80478,8
0.4537,0.79955,8
0.44667,0.79054,8
0.44213,0.80141,8
0.44397,0.78865,8
0.45253,0.79204,8
0.43628,0.80125,8
0.45025,0.80316,8
0.43554,0.80616,8
0.43955,0.80546,8
0.4418,0.80217,8
0.4541,0.80623,8
0.44164,0.80797,8
0.44608,0.80878,8
0.46063,0.80954,8
0.44106,0.81168,8
0.44161,0.80925,8
0.45784,0.81656,8
0.44685,0.79992,8
0.45112,0.8096,8
0.44586,0.80518,8
0.44706,0.79866,8
0.45084,0.80276,8
0.44587,0.79882,8
0.43319,0.81513,8
0.43974,0.80995,8
0.45768,0.80958,8
0.44488,0.80446,8
0.43479,0.81635,8
0.43714,0.80916,8
0.43771,0.79869,8
0.43624,0.80536,8
0.44261,0.80202,8
0.43853,0.80798,8
0.45632,0.80042,8
0.44942,0.81111,8
0.45034,0.80258,8
0.44057,0.80904,8
0.45225,0.81733,8
0.44881,0.79206,8
0.4499,0.8192,8
0.43362,0.80627,8
0.44766,0.79793,8
0.42861,0.79953,8
0.4413,0.79752,8
0.45412,0.80451,8
0.44862,0.78903,8
0.44218,0.7951,8
0.4406,0.80913,8
0.45414,0.80171,8
0.44891,0.804,8
0.43784,0.80246,8
0.43926,0.8052,8
0.44151,0.80558,8
0.44714,0.80049,8
0.45305,0.79697,8
0.44979,0.81366,8
0.43845,0.80035,8
0.43427,0.80167,8
0.44688,0.79778,8
0.44812,0.80914,8
0.44259,0.79888,8
0.43927,0.79903,8
0.44685,0.80396,8
0.43803,0.79765,8
0.43962,0.80664,8
0.43889,0.79794,8
0.44983,0.7921,8
0.44202,0.80717,8
0.43602,0.80945,8
0.44617,0.80254,8
0.42989,0.79716,8
0.44444,0.80931,8
0.44696,0.79797,8
0.44416,0.80819,8
0.44483,0.81251,8
0.43904,0.80304,8
0.43586,0.79821,8
0.44706,0.79515,8
0.43414,0.79943,8
0.44386,0.81226,8
0.44929,0.80342,8
0.43191,0.79808,8
0.43742,0.80502,8
0.44218,0.80162,8
0.43815,0.80566,8
0.43977,0.8,8
0.43417,0.7982,8
0.45122,0.79455,8
0.4423,0.80956,8
0.43195,0.80272,8
0.44297,0.79692,8
0.44357,0.79746,8
0.43542,0.80361,8
0.44506,0.79616,8
0.43934,0.80406,8
0.45059,0.8009,8
0.43646,0.80002,8
0.43719,0.8103,8
0.43724,0.81309,8
0.45109,0.78963,8
0.43268,0.79106,8
0.43465,0.80972,8
0.45612,0.8004,8
0.45917,0.80749,8
0.43642,0.80247,8
0.44017,0.80841,8
0.44774,0.79949,8
0.45047,0.79161,8
0.43299,0.80854,8
0.43726,0.80625,8
0.44727,0.79882,8
0.44518,0.81194,8
0.44504,0.80654,8
0.43633,0.80783,8
0.4372,0.80709,8
0.43933,0.79365,8
0.44674,0.80302,8
0.45129,0.81067,8
0.4408,0.81188,8
0.44633,0.80237,8
0.45016,0.81099,8
0.44144,0.81051,8
0.43923,0.79933,8
0.44313,0.80045,8
0.43917,0.78857,8
0.42844,0.80588,8
0.44459,0.79929,8
0.44104,0.80332,8
0.4347,0.80755,8
0.43563,0.81411,8
0.44801,0.80157,8
0.44799,0.79877,8
0.44991,0.79667,8
0.43771,0.80356,8
0.43983,0.80867,8
0.44357,0.80476,8
0.43913,0.79376,8
0.44978,0.80008,8
0.44293,0.79226,8
0.44929,0.80404,8
0.44342,0.78479,8
0.44606,0.80181,8
0.44884,0.81805,8
0.44532,0.79352,8
0.4382,0.81312,8
0.43454,0.80084,8
0.44948,0.80022,8
0.44096,0.80191,8
0.44736,0.79367,8
0.44351,0.80108,8
0.44735,0.80264,8
0.44649,0.8099,8
0.44078,0.80456,8
0.44004,0.8171,8
0.43127,0.80482,8
0.44375,0.80291,8
0.44756,0.81105,8
0.44598,0.80398,8
0.445,0.79305,8
0.44471,0.79708,8
0.44605,0.81151,8
0.46313,0.80051,8
0.44219,0.8037,8
0.44731,0.80852,8
0.44377,0.80977,8
0.44643,0.80013,8
0.44452,0.79875,8
0.43558,0.79638,8
0.44302,0.80203,8
0.43774,0.81221,8
0.45218,0.81118,8
0.44855,0.80671,8
0.4343,0.79854,8
0.43602,0.7897,8
0.45144,0.80137,8
0.45541,0.78989,8
0.44351,0.801,8
0.44347,0.80553,8
0.44873,0.8159,8
0.44283,0.79559,8
0.44228,0.79584,8
0.44505,0.80868,8
0.44405,0.81535,8
0.4415,0.80336,8
0.44128,0.80345,8
0.4522,0.81199,8
0.44305,0.80492,8
0.43464,0.80327,8
0.43923,0.81143,8
0.44774,0.80723,8
0.45304,0.80965,8
0.43401,0.80346,8
0.4374,0.80613,8
0.44388,0.80845,8
0.44429,0.8104,8
0.45188,0.79322,8
0.45088,0.81009,8
0.44121,0.79893,8
0.44627,0.79929,8
0.44474,0.80561,8
0.43014,0.80644,8
0.44901,0.807,8
0.43572,0.80819,8
0.436,0.81101,8
0.45469,0.80944,8
0.43871,0.80985,8
0.4509,0.79882,8
0.42996,0.80391,8
0.43113,0.81456,8
0.44037,0.80118,8
0.43682,0.79928,8
0.44315,0.80316,8
0.43445,0.81077,8
0.44336,0.80256,8
0.43806,0.80409,8
0.45181,0.79543,8
0.43928,0.81084,8
0.42888,0.79018,8
0.44031,0.80456,8
0.44031,0.81162,8
0.44126,0.79498,8
0.44967,0.80827,8
0.43666,0.79881,8
0.43541,0.80542,8
0.4433,0.79775,8
0.44614,0.80436,8
0.45231,0.80995,8
0.45084,0.80864,8
0.44109,0.80663,8
0.44598,0.80542,8
0.44679,0.79464,8
0.45373,0.81038,8
0.45052,0.80116,8
0.44131,0.79745,8
0.4522,0.80346,8
0.44178,0.80452,8
0.44779,0.79431,8
0.44728,0.79864,8
0.44425,0.80845,8
0.44399,0.80215,8
0.4375,0.7935,8
0.44824,0.79828,8
0.44092,0.79629,8
0.45337,0.81683,8
0.43669,0.7995,8
0.44786,0.79876,8
0.46153,0.80429,8
0.44087,0.78531,8
0.44545,0.80151,8
0.44538,0.8098,8
0.43961,0.80129,8
0.43717,0.78829,8
0.45415,0.80646,8
0.44928,0.81039,8
0.45116,0.81274,8
0.45319,0.79653,8
0.43824,0.79933,8
0.43187,0.82403,8
0.43514,0.80494,8
0.44083,0.80422,8
0.44014,0.80253,8
0.43349,0.80291,8
0.44131,0.78893,8
0.44779,0.79958,8
0.45327,0.80676,8
0.44307,0.7951,8
0.4434,0.78689,8
0.44297,0.80432,8
0.44235,0.78562,8
0.45015,0.79706,8
0.44145,0.7927,8
0.4498,0.80069,8
0.44258,0.80476,8
0.4343,0.80655,8
0.45008,0.79242,8
0.44541,0.80531,8
0.43887,0.80955,8
0.43626,0.79158,8
0.4326,0.80018,8
0.44067,0.80771,8
0.44077,0.81002,8
0.44469,0.79984,8
0.44626,0.79646,8
0.43554,0.81589,8
0.44624,0.79853,8
0.43826,0.79852,8
0.44673,0.81041,8
0.45809,0.80869,8
0.42485,0.80451,8
0.45063,0.80281,8
0.4509,0.80257,8
0.44147,0.79912,8
0.44278,0.7951,8
0.4353,0.80336,8
0.44495,0.80723,8
0.45021,0.79511,8
0.4629,0.81491,8
0.43172,0.80684,8
0.44397,0.79995,8
0.44016,0.79682,8
0.43444,0.80354,8
0.44341,0.80592,8
0.44924,0.8062,8
0.4476,0.7955,8
0.44457,0.81045,8
0.44031,0.81636,8
0.44208,0.80054,8
0.45412,0.80561,8
0.43771,0.79211,8
0.44089,0.78737,8
0.44792,0.80206,8
0.45184,0.78959,8
0.4361,0.80426,8
0.44789,0.79141,8
0.43973,0.8085,8
0.44347,0.79926,8
0.44347,0.81214,8
0.44586,0.79548,8
0.4492,0.80721,8
0.45148,0.80364,8
0.43674,0.8113,8
0.4386,0.80465,8
0.44165,0.80804,8
0.45301,0.80161,8
0.43921,0.79735,8
0.4487,0.8069,8
0.43942,0.80867,8
0.44706,0.80968,8
0.44861,0.80178,8
0.4402,0.80945,8
0.44405,0.80951,8
0.44218,0.81042,8
0.4505,0.78934,8
0.43974,0.79932,8
0.44913,0.79864,8
0.43893,0.80812,8
0.43827,0.79572,8
0.43448,0.8074,8
0.44022,0.80349,8
0.44108,0.80669,8
0.43047,0.8004,8
0.44476,0.81655,8
0.44005,0.7916,8
0.44875,0.80386,8
0.45423,0.80931,8
0.44212,0.80009,8
0.43778,0.80717,8
0.43547,0.8053,8
0.44054,0.79723,8
0.44075,0.80336,8
0.44758,0.79955,8
0.43546,0.81261,8
0.44943,0.80288,8
0.45261,0.80315,8
0.45036,0.81257,8
0.43681,0.80164,8
0.43961,0.79747,8
0.44409,0.79695,8
0.44755,0.79899,8
0.45369,0.81101,8
0.4415,0.7942,8
0.44166,0.79408,8
0.43929,0.79794,8
0.45185,0.79452,8
0.4457,0.79816,8
0.44343,0.81199,8
0.43667,0.78963,8
0.44082,0.79468,8
0.43962,0.80393,8
0.43777,0.79415,8
0.42931,0.8111,8
0.44061,0.79426,8
0.43985,0.81441,8
0.4406,0.79732,8
0.44075,0.79399,8
0.44226,0.80005,8
0.44997,0.807,8
0.44309,0.79735,8
0.4509,0.79729,8
0.44032,0.79498,8
0.44294,0.8061,8
0.45029,0.80154,8
0.42679,0.79103,8
0.44752,0.80173,8
0.44162,0.80866,8
0.43723,0.80413,8
0.449,0.79893,8
0.43815,0.80635,8
0.44215,0.80506,8
0.43955,0.80139,8
0.44539,0.8073,8
0.45015,0.79883,8
0.44938,0.81237,8
0.44615,0.80377,8
0.44861,0.79608,8
0.43792,0.80184,8
0.4428,0.80931,8
0.44301,0.81205,8
0.43515,0.8055,8
0.43146,0.80556,8
0.44509,0.80355,8
0.43964,0.81044,8
0.42822,0.80649,8
0.44681,0.80374,8
0.43765,0.8068,8
0.44416,0.79449,8
0.44645,0.81236,8
0.434,0.81037,8
0.44053,0.80463,8
0.43415,0.81003,8
0.4467,0.80529,8
0.44646,0.7968,8
0.44373,0.80759,8
0.44229,0.81292,8
0.43791,0.80127,8
0.44176,0.80505,8
0.43863,0.81637,8
0.44089,0.7945,8
0.443,0.80919,8
0.45435,0.79637,8
0.43414,0.80285,8
0.44765,0.79584,8
0.44936,0.80364,8
0.44199,0.81397,8
0.43823,0.80438,8
0.43626,0.8067,8
0.44711,0.80072,8
0.45586,0.79273,8
0.43986,0.80764,8
0.45526,0.81278,8
0.42876,0.81157,8
0.43576,0.80724,8
0.43877,0.81235,8
0.4448,0.79644,8
0.44625,0.79704,8
0.44198,0.80438,8
0.45355,0.79029,8
0.43908,0.80417,8
0.44686,0.80985,8
0.43608,0.80037,8
0.44853,0.80789,8
0.44885,0.79073,8
0.44635,0.806,8
0.44085,0.7998,8
0.43948,0.80124,8
0.44037,0.79699,8
0.43441,0.81089,8
0.44662,0.79811,8
0.44275,0.81155,8
0.44291,0.79224,8
0.44048,0.79992,8
0.44855,0.80354,8
0.444,0.79897,8
0.43694,0.81194,8
0.44663,0.79987,8
0.43649,0.80012,8
0.43492,0.80981,8
0.44441,0.80514,8
0.44856,0.81264,8
0.43697,0.81047,8
0.43911,0.80779,8
0.44634,0.80792,8
0.4488,0.8029,8
0.44183,0.80016,8
0.45265,0.79782,8
0.43702,0.79594,8
0.44636,0.80722,8
0.43793,0.80395,8
0.44758,0.80668,8
0.43764,0.80648,8
0.43785,0.79651,8
0.44935,0.79326,8
0.45388,0.81123,8
0.44244,0.80996,8
0.44088,0.81747,8
0.44567,0.80267,8
0.44544,0.81041,8
0.4393,0.79559,8
0.44299,0.81007,8
0.43949,0.81264,8
0.44579,0.80389,8
0.45053,0.7982,8
0.44992,0.80011,8
0.43977,0.79607,8
0.44943,0.80773,8
0.45156,0.80319,8
0.43242,0.81002,8
0.43899,0.79608,8
0.44643,0.8023,8
0.43767,0.80989,8
0.42638,0.80451,8
0.43485,0.80531,8
0.44091,0.80583,8
0.43863,0.80588,8
0.44705,0.79891,8
0.44333,0.80936,8
0.44234,0.7991,8
0.44551,0.80214,8
0.44621,0.80469,8
0.44519,0.80175,8
0.44411,0.80677,8
0.42902,0.80298,8
0.43073,0.80133,8
0.4402,0.79028,8
0.46703,0.79866,8
0.43621,0.79853,8
0.43923,0.81093,8
0.42686,0.80196,8
0.4419,0.79526,8
0.44384,0.79225,8
0.44674,0.79828,8
0.43951,0.81125,8
0.42543,0.79852,8
0.43514,0.7982,8
0.44248,0.79752,8
0.44616,0.81235,8
0.44505,0.8006,8
0.43657,0.81193,8
0.43396,0.79665,8
0.45145,0.79744,8
0.44936,0.78783,8
0.43906,0.80678,8
0.43625,0.79576,8
0.44567,0.79738,8
0.43318,0.8012,8
0.44781,0.80047,8
0.45515,0.81845,8
0.43595,0.80717,8
0.44676,0.811,8
0.44081,0.80953,8
0.44295,0.80644,8
0.44243,0.79975,8
0.44277,0.80637,8
0.44966,0.80539,8
0.444,0.81274,8
0.44562,0.78902,8
0.44017,0.79787,8
0.44516,0.80319,8
0.43867,0.81015,8
0.44483,0.80368,8
0.44837,0.80318,8
0.44113,0.80159,8
0.44746,0.79936,8
0.43888,0.79561,8
0.44005,0.79695,8
0.44017,0.80328,8
0.44978,0.78665,8
0.43317,0.80348,8
0.44307,0.79912,8
0.44407,0.79398,8
0.45212,0.81817,8
0.44293,0.80701,8
0.43918,0.80367,8
0.44671,0.79446,8
0.43411,0.81803,8
0.44409,0.78709,8
0.44787,0.79971,8
0.44781,0.81241,8
0.43874,0.80468,8
0.44473,0.80544,8
0.4322,0.81453,8
0.44082,0.81038,8
0.43028,0.79669,8
0.4366,0.80057,8
0.44272,0.80836,8
0.42478,0.80598,8
0.4557,0.80402,8
0.44373,0.80569,8
0.44049,0.81546,8
0.43945,0.80878,8
0.44035,0.80968,8
0.44011,0.80287,8
0.43371,0.79947,8
0.44756,0.80253,8
0.4455,0.81102,8
0.44541,0.81321,8
0.44018,0.79386,8
0.4465,0.79839,8
0.43183,0.8072,8
0.4483,0.79274,8
0.44382,0.79618,8
0.44363,0.80954,8
0.44876,0.81183,8
0.43908,0.80774,8
0.44843,0.80651,8
0.44678,0.80769,8
0.44505,0.81111,8
0.45276,0.80671,8
0.44684,0.79495,8
0.44271,0.80851,8
0.44819,0.80437,8
0.43239,0.80951,8
0.4396,0.80147,8
0.43863,0.79704,8
0.4544,0.81012,8
0.44052,0.80138,8
0.44823,0.80694,8
0.44141,0.79589,8
0.43539,0.78755,8
0.45242,0.79521,8
0.44556,0.80133,8
0.44046,0.80442,8
0.43859,0.7986,8
0.43421,0.80054,8
0.44206,0.80758,8
0.44605,0.80499,8
0.44882,0.80276,8
0.43836,0.80907,8
0.44084,0.7962,8
0.44827,0.80429,8
0.44193,0.80868,8
0.43941,0.80407,8
0.44451,0.8094,8
0.45819,0.80335,8
0.43399,0.79362,8
0.45496,0.7983,8
0.44215,0.79287,8
0.43586,0.79677,8
0.44473,0.80859,8
0.44046,0.80891,8
0.43484,0.80478,8
0.43794,0.79158,8
0.44903,0.79689,8
0.43902,0.80216,8
0.44841,0.8079,8
0.44208,0.80642,8
0.44431,0.8157,8
0.44348,0.80997,8
0.45311,0.80543,8
0.44796,0.80798,8
0.45075,0.80369,8
0.43964,0.80464,8
0.43783,0.81293,8
0.43568,0.7964,8
0.44376,0.81286,8
0.44391,0.80369,8
0.44207,0.79908,8
0.44328,0.811,8
0.44213,0.80173,8
0.43863,0.80189,8
0.42581,0.80442,8
0.44933,0.80673,8
0.44102,0.81115,8
0.44392,0.79074,8
0.44682,0.80168,8
0.43784,0.80167,8
0.4457,0.80432,8
0.44532,0.80031,8
0.43803,0.79338,8
0.43176,0.80573,8
0.44503,0.79143,8
0.44306,0.79691,8
0.43018,0.79479,8
0.44087,0.8075,8
0.44899,0.80485,8
0.44242,0.80159,8
0.4419,0.81923,8
0.44666,0.80183,8
0.44837,0.80281,8
0.43911,0.80904,8
0.43547,0.80061,8
0.43753,0.80535,8
0.44144,0.79423,8
0.43835,0.80723,8
0.43724,0.80267,8
0.44161,0.79902,8
0.43327,0.80229,8
0.4431,0.80705,8
0.44117,0.80542,8
0.43823,0.79679,8
0.43271,0.79994,8
0.44514,0.80567,8
0.44346,0.79538,8
0.45293,0.80209,8
0.43854,0.81272,8
0.44081,0.80803,8
0.4477,0.80694,8
0.45337,0.80299,8
0.43111,0.80719,8
0.44419,0.80438,8
0.44553,0.80504,8
0.44048,0.7929,8
0.44483,0.80819,8
0.4361,0.80096,8
0.43637,0.80194,8
0.44057,0.80447,8
0.44783,0.80045,8
0.43458,0.81469,8
0.44973,0.79695,8
0.44255,0.81446,8
0.45246,0.80256,8
0.4384,0.81105,8
0.43787,0.80021,8
0.44911,0.8066,8
0.45095,0.79598,8
0.43637,0.81152,8
0.44694,0.80231,8
0.44561,0.80622,8
0.44608,0.80128,8
0.44872,0.80043,8
0.45166,0.79851,8
0.44661,0.80918,8
0.44421,0.80644,8
0.44542,0.80526,8
0.45055,0.79918,8
0.43061,0.8015,8
